web-scraper-order,web-scraper-start-url,cited_links,cited_links-href,cited_paper_doi,cited_paper_doi-href
"1571795427-1069","https://doi.org/10.1109/TSC.2011.36","View Article","https://ieeexplore.ieee.org/document/6253503","10.1109/CLOUD.2012.25","https://doi.org/10.1109/CLOUD.2012.25"
"1571817938-5712","https://doi.org/10.1109/TSC.2011.10","View Article","https://ieeexplore.ieee.org/document/8217519","10.1109/IECON.2017.8217519","https://doi.org/10.1109/IECON.2017.8217519"
"1571868470-12716","https://doi.org/10.1109/SCC.2008.81","View Article","https://ieeexplore.ieee.org/document/6273567","10.1109/SOLI.2012.6273567","https://doi.org/10.1109/SOLI.2012.6273567"
"1571803037-3070","https://doi.org/10.1109/TSC.2015.2453958","View Article","https://ieeexplore.ieee.org/document/8315009","10.1109/ACCESS.2018.2815578","https://doi.org/10.1109/ACCESS.2018.2815578"
"1571890805-14541","https://doi.org/10.1109/SCC.2011.63","View Article","https://ieeexplore.ieee.org/document/6583496","10.1109/WoWMoM.2013.6583496","https://doi.org/10.1109/WoWMoM.2013.6583496"
"1571887336-14269","https://doi.org/10.1109/SCC.2011.97","View Article","https://ieeexplore.ieee.org/document/6427511","10.1109/CloudCom.2012.6427511","https://doi.org/10.1109/CloudCom.2012.6427511"
"1571833997-8543","https://doi.org/10.1109/TSC.2010.3","View Article","https://ieeexplore.ieee.org/document/8005876","10.1109/CSE-EUC.2017.124","https://doi.org/10.1109/CSE-EUC.2017.124"
"1571796958-1417","https://doi.org/10.1109/TSC.2010.26","View Article","https://ieeexplore.ieee.org/document/6943337","10.1109/ICSSSM.2014.6943337","https://doi.org/10.1109/ICSSSM.2014.6943337"
"1571817392-5615","https://doi.org/10.1109/TSC.2016.2520932","View Article","https://ieeexplore.ieee.org/document/8534414","10.1109/ACCESS.2018.2881268","https://doi.org/10.1109/ACCESS.2018.2881268"
"1571857889-11716","https://doi.org/10.1109/TSC.2011.11","View Article","https://ieeexplore.ieee.org/document/6649675","10.1109/SCC.2013.80","https://doi.org/10.1109/SCC.2013.80"
"1571822589-6566","https://doi.org/10.1109/TSC.2015.2508440","View Article","https://ieeexplore.ieee.org/document/8788831","10.1109/MDM.2019.00-28","https://doi.org/10.1109/MDM.2019.00-28"
"1571816758-5494","https://doi.org/10.1109/TSC.2013.2295611","View Article","https://ieeexplore.ieee.org/document/7399396","10.1109/TCC.2016.2525998","https://doi.org/10.1109/TCC.2016.2525998"
"1571834321-8612","https://doi.org/10.1109/TSC.2012.13","View Article","https://ieeexplore.ieee.org/document/7736111","10.1109/TSC.2016.2625247","https://doi.org/10.1109/TSC.2016.2625247"
"1571827255-7363","https://doi.org/10.1109/TSC.2014.1","View Article","https://ieeexplore.ieee.org/document/8426114","10.1109/ICIST.2018.8426114","https://doi.org/10.1109/ICIST.2018.8426114"
"1571823203-6679","https://doi.org/10.1109/TSC.2011.51","View Article","https://ieeexplore.ieee.org/document/8250364","10.1109/CyberC.2017.64","https://doi.org/10.1109/CyberC.2017.64"
"1571831438-8105","https://doi.org/10.1109/TSC.2011.41","View Article","https://ieeexplore.ieee.org/document/8265616","10.1109/JIOT.2018.2796310","https://doi.org/10.1109/JIOT.2018.2796310"
"1571863800-12306","https://doi.org/10.1109/TSC.2014.2331694","View Article","https://ieeexplore.ieee.org/document/8556689","10.1109/SSIC.2018.8556689","https://doi.org/10.1109/SSIC.2018.8556689"
"1571846707-10234","https://doi.org/10.1109/TSC.2011.12","View Article","https://ieeexplore.ieee.org/document/7815098","10.1109/SKG.2016.037","https://doi.org/10.1109/SKG.2016.037"
"1571819450-5995","https://doi.org/10.1109/TSC.2014.2312912","View Article","https://ieeexplore.ieee.org/document/7949154","10.1109/TSUSC.2017.2715662","https://doi.org/10.1109/TSUSC.2017.2715662"
"1571831006-8030","https://doi.org/10.1109/TSC.2010.37","View Article","https://ieeexplore.ieee.org/document/6046022","10.1109/ARES.2011.108","https://doi.org/10.1109/ARES.2011.108"
"1571862594-12184","https://doi.org/10.1109/TSC.2015.2459703","View Article","https://ieeexplore.ieee.org/document/8697606","10.1109/ICCUBEA.2018.8697606","https://doi.org/10.1109/ICCUBEA.2018.8697606"
"1571818062-5742","https://doi.org/10.1109/TSC.2011.10","View Article","https://ieeexplore.ieee.org/document/7909015","10.1109/ACCESS.2017.2696577","https://doi.org/10.1109/ACCESS.2017.2696577"
"1571893562-14813","https://doi.org/10.1109/SCC.2004.1358050","View Article","https://ieeexplore.ieee.org/document/4657819","10.1109/ICCCAS.2008.4657819","https://doi.org/10.1109/ICCCAS.2008.4657819"
"1571890005-14469","https://doi.org/10.1109/SCC.2015.27","View Article","https://ieeexplore.ieee.org/document/7384287","10.1109/ICPADS.2015.24","https://doi.org/10.1109/ICPADS.2015.24"
"1571797613-1715","https://doi.org/10.1109/TSC.2013.7","View Article","https://ieeexplore.ieee.org/document/8024654","10.1109/ISCC.2017.8024654","https://doi.org/10.1109/ISCC.2017.8024654"
"1571884354-14013","https://doi.org/10.1109/SCC.2006.97","View Article","https://ieeexplore.ieee.org/document/6363388","10.1109/SCCC.2011.14","https://doi.org/10.1109/SCCC.2011.14"
"1571887947-14317","https://doi.org/10.1109/SCC.2007.35","View Article","https://ieeexplore.ieee.org/document/8316365","10.1109/IISA.2017.8316365","https://doi.org/10.1109/IISA.2017.8316365"
"1571881813-13824","https://doi.org/10.1109/SCC.2011.82","View Article","https://ieeexplore.ieee.org/document/6615259","10.1109/ICSESS.2013.6615259","https://doi.org/10.1109/ICSESS.2013.6615259"
"1571864379-12359","https://doi.org/10.1109/TSC.2011.21","View Article","https://ieeexplore.ieee.org/document/7423072","10.1109/CIC.2015.23","https://doi.org/10.1109/CIC.2015.23"
"1571859916-11905","https://doi.org/10.1109/TSC.2014.2370642","View Article","https://ieeexplore.ieee.org/document/7338301","10.1109/SAHCN.2015.7338301","https://doi.org/10.1109/SAHCN.2015.7338301"
"1571841317-9716","https://doi.org/10.1109/TSC.2010.20","View Article","https://ieeexplore.ieee.org/document/6072201","10.1109/TSC.2011.53","https://doi.org/10.1109/TSC.2011.53"
"1571855584-11322","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/7997698","10.1109/ACCESS.2017.2686092","https://doi.org/10.1109/ACCESS.2017.2686092"
"1571796645-1339","https://doi.org/10.1109/TSC.2010.25","View Article","https://ieeexplore.ieee.org/document/6973770","10.1109/CLOUD.2014.64","https://doi.org/10.1109/CLOUD.2014.64"
"1571806659-4032","https://doi.org/10.1109/TSC.2015.2479225","View Article","https://ieeexplore.ieee.org/document/8322922","10.1109/CompComm.2017.8322922","https://doi.org/10.1109/CompComm.2017.8322922"
"1571880697-13735","https://doi.org/10.1109/SCC.2004.1358011","View Article","https://ieeexplore.ieee.org/document/4293795","10.1109/GCC.2007.45","https://doi.org/10.1109/GCC.2007.45"
"1571821794-6423","https://doi.org/10.1109/TSC.2013.51","View Article","https://ieeexplore.ieee.org/document/7907335","10.1109/TPDS.2017.2696942","https://doi.org/10.1109/TPDS.2017.2696942"
"1571852468-10860","https://doi.org/10.1109/TSC.2014.2310221","View Article","https://ieeexplore.ieee.org/document/7780344","10.1109/EDCC.2016.32","https://doi.org/10.1109/EDCC.2016.32"
"1571845415-10102","https://doi.org/10.1109/TSC.2015.2499770","View Article","https://ieeexplore.ieee.org/document/8353131","10.1109/TPDS.2018.2832124","https://doi.org/10.1109/TPDS.2018.2832124"
"1571886786-14219","https://doi.org/10.1109/SCC.2005.71","View Article","https://ieeexplore.ieee.org/document/4278632","10.1109/SCC.2007.90","https://doi.org/10.1109/SCC.2007.90"
"1571879375-13631","https://doi.org/10.1109/SCC.2008.112","View Article","https://ieeexplore.ieee.org/document/5366714","10.1109/MASCOT.2009.5366714","https://doi.org/10.1109/MASCOT.2009.5366714"
"1571866927-12588","https://doi.org/10.1109/SCC.2007.122","View Article","https://ieeexplore.ieee.org/document/7518504","10.1109/UIC-ATC-ScalCom-CBDCom-IoP.2015.323","https://doi.org/10.1109/UIC-ATC-ScalCom-CBDCom-IoP.2015.323"
"1571892653-14730","https://doi.org/10.1109/SCC.2013.30","View Article","https://ieeexplore.ieee.org/document/8029966","10.1109/COMPSAC.2017.69","https://doi.org/10.1109/COMPSAC.2017.69"
"1571799853-2335","https://doi.org/10.1109/TSC.2014.2377724","View Article","https://ieeexplore.ieee.org/document/8818407","10.1109/ICWS.2019.00051","https://doi.org/10.1109/ICWS.2019.00051"
"1571843230-9901","https://doi.org/10.1109/TSC.2009.8","View Article","https://ieeexplore.ieee.org/document/7473029","10.1109/SOSE.2016.62","https://doi.org/10.1109/SOSE.2016.62"
"1571858489-11775","https://doi.org/10.1109/TSC.2014.2376563","View Article","https://ieeexplore.ieee.org/document/8377273","10.1109/WCNC.2018.8377273","https://doi.org/10.1109/WCNC.2018.8377273"
"1571859528-11866","https://doi.org/10.1109/TSC.2009.13","View Article","https://ieeexplore.ieee.org/document/5453330","10.1109/MIC.2010.60","https://doi.org/10.1109/MIC.2010.60"
"1571852798-10888","https://doi.org/10.1109/TSC.2016.2592903","View Article","https://ieeexplore.ieee.org/document/8597059","10.1109/UPCON.2018.8597059","https://doi.org/10.1109/UPCON.2018.8597059"
"1571866195-12533","https://doi.org/10.1109/SCC.2008.41","View Article","https://ieeexplore.ieee.org/document/5368574","10.1109/SKG.2009.55","https://doi.org/10.1109/SKG.2009.55"
"1571853060-10907","https://doi.org/10.1109/TSC.2011.24","View Article","https://ieeexplore.ieee.org/document/7070454","10.1109/HICSS.2015.625","https://doi.org/10.1109/HICSS.2015.625"
"1571793103-479","https://doi.org/10.1109/TSC.2010.44","View Article","https://ieeexplore.ieee.org/document/6481254","10.1109/ISCOS.2012.9","https://doi.org/10.1109/ISCOS.2012.9"
"1571893097-14768","https://doi.org/10.1109/SCC.2006.110","View Article","https://ieeexplore.ieee.org/document/5460831","10.1109/SYNASC.2009.28","https://doi.org/10.1109/SYNASC.2009.28"
"1571822500-6553","https://doi.org/10.1109/TSC.2010.46","View Article","https://ieeexplore.ieee.org/document/6507960","10.1109/ICSPCS.2012.6507960","https://doi.org/10.1109/ICSPCS.2012.6507960"
"1571863761-12299","https://doi.org/10.1109/TSC.2014.2331694","View Article","https://ieeexplore.ieee.org/document/8700179","10.1109/ACCESS.2019.2913591","https://doi.org/10.1109/ACCESS.2019.2913591"
"1571852009-10788","https://doi.org/10.1109/TSC.2012.1","View Article","https://ieeexplore.ieee.org/document/7979840","10.1109/ICDCSW.2017.73","https://doi.org/10.1109/ICDCSW.2017.73"
"1571818675-5860","https://doi.org/10.1109/TSC.2015.2428246","View Article","https://ieeexplore.ieee.org/document/8695146","10.1109/JIOT.2019.2911978","https://doi.org/10.1109/JIOT.2019.2911978"
"1571860505-11980","https://doi.org/10.1109/TSC.2012.15","View Article","https://ieeexplore.ieee.org/document/6354876","10.1109/NBiS.2012.86","https://doi.org/10.1109/NBiS.2012.86"
"1571848265-10396","https://doi.org/10.1109/TSC.2015.2446991","View Article","https://ieeexplore.ieee.org/document/7904676","10.1109/TKDE.2017.2696008","https://doi.org/10.1109/TKDE.2017.2696008"
"1571891160-14575","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/5707165","10.1109/SOCA.2010.5707165","https://doi.org/10.1109/SOCA.2010.5707165"
"1571820201-6129","https://doi.org/10.1109/TSC.2011.7","View Article","https://ieeexplore.ieee.org/document/7815216","10.1109/CBD.2016.050","https://doi.org/10.1109/CBD.2016.050"
"1571837001-9092","https://doi.org/10.1109/TSC.2009.28","View Article","https://ieeexplore.ieee.org/document/7312138","10.1109/ICCAC.2015.18","https://doi.org/10.1109/ICCAC.2015.18"
"1571885770-14151","https://doi.org/10.1109/SCC.2007.95","View Article","https://ieeexplore.ieee.org/document/6649603","10.1109/ICWS.2013.59","https://doi.org/10.1109/ICWS.2013.59"
"1571826397-7205","https://doi.org/10.1109/TSC.2015.2444845","View Article","https://ieeexplore.ieee.org/document/8264907","10.1109/TETCI.2017.2755692","https://doi.org/10.1109/TETCI.2017.2755692"
"1571873208-13113","https://doi.org/10.1109/SCC.2012.10","View Article","https://ieeexplore.ieee.org/document/6967263","10.1109/ICCSNT.2013.6967263","https://doi.org/10.1109/ICCSNT.2013.6967263"
"1571813303-4801","https://doi.org/10.1109/TSC.2011.52","View Article","https://ieeexplore.ieee.org/document/6915519","10.1109/CISIS.2014.30","https://doi.org/10.1109/CISIS.2014.30"
"1571827969-7485","https://doi.org/10.1109/TSC.2016.2592520","View Article","https://ieeexplore.ieee.org/document/7954475","null",""
"1571804950-3583","https://doi.org/10.1109/TSC.2010.7","View Article","https://ieeexplore.ieee.org/document/6928917","10.1109/ICWS.2014.57","https://doi.org/10.1109/ICWS.2014.57"
"1571829985-7853","https://doi.org/10.1109/TSC.2013.5","View Article","https://ieeexplore.ieee.org/document/6825022","10.1109/GLOCOMW.2013.6825022","https://doi.org/10.1109/GLOCOMW.2013.6825022"
"1571842922-9875","https://doi.org/10.1109/TSC.2013.4","View Article","https://ieeexplore.ieee.org/document/6655684","10.1109/SERVICES.2013.27","https://doi.org/10.1109/SERVICES.2013.27"
"1571828185-7544","https://doi.org/10.1109/TSC.2016.2592520","View Article","https://ieeexplore.ieee.org/document/7769234","10.1109/ACCESS.2016.2633721","https://doi.org/10.1109/ACCESS.2016.2633721"
"1571871302-12970","https://doi.org/10.1109/SCC.2010.49","View Article","https://ieeexplore.ieee.org/document/6299208","null",""
"1571890397-14507","https://doi.org/10.1109/SCC.2007.1","View Article","https://ieeexplore.ieee.org/document/6421156","10.1109/ICEEE.2012.6421156","https://doi.org/10.1109/ICEEE.2012.6421156"
"1571859365-11847","https://doi.org/10.1109/TSC.2009.13","View Article","https://ieeexplore.ieee.org/document/6702520","10.1109/TSE.2013.2297911","https://doi.org/10.1109/TSE.2013.2297911"
"1571798382-1913","https://doi.org/10.1109/TSC.2012.35","View Article","https://ieeexplore.ieee.org/document/8008639","10.1109/CMCSN.2016.18","https://doi.org/10.1109/CMCSN.2016.18"
"1571798147-1825","https://doi.org/10.1109/TSC.2012.35","View Article","https://ieeexplore.ieee.org/document/7328758","10.1109/TSC.2015.2500568","https://doi.org/10.1109/TSC.2015.2500568"
"1571818624-5852","https://doi.org/10.1109/TSC.2011.34","View Article","https://ieeexplore.ieee.org/document/8094189","10.1109/APNOMS.2017.8094189","https://doi.org/10.1109/APNOMS.2017.8094189"
"1571839177-9461","https://doi.org/10.1109/TSC.2014.2303091","View Article","https://ieeexplore.ieee.org/document/7034814","10.1109/BDCloud.2014.110","https://doi.org/10.1109/BDCloud.2014.110"
"1571880753-13741","https://doi.org/10.1109/SCC.2004.1358011","View Article","https://ieeexplore.ieee.org/document/4026951","10.1109/SCC.2006.99","https://doi.org/10.1109/SCC.2006.99"
"1571817923-5709","https://doi.org/10.1109/TSC.2011.10","View Article","https://ieeexplore.ieee.org/document/6982630","10.1109/ISSRE.2014.16","https://doi.org/10.1109/ISSRE.2014.16"
"1571841663-9750","https://doi.org/10.1109/TSC.2010.56","View Article","https://ieeexplore.ieee.org/document/6898213","10.1049/iet-net.2012.0212","https://doi.org/10.1049/iet-net.2012.0212"
"1571861127-12045","https://doi.org/10.1109/TSC.2009.6","View Article","https://ieeexplore.ieee.org/document/7170188","10.1109/ICSSSM.2015.7170188","https://doi.org/10.1109/ICSSSM.2015.7170188"
"1571798140-1818","https://doi.org/10.1109/TSC.2012.35","View Article","https://ieeexplore.ieee.org/document/7173024","10.1109/TC.2015.2462840","https://doi.org/10.1109/TC.2015.2462840"
"1571855016-11123","https://doi.org/10.1109/TSC.2009.14","View Article","https://ieeexplore.ieee.org/document/7050771","10.1109/ICOSC.2015.7050771","https://doi.org/10.1109/ICOSC.2015.7050771"
"1571847746-10343","https://doi.org/10.1109/TSC.2014.2379251","View Article","https://ieeexplore.ieee.org/document/8674750","10.1109/ACCESS.2019.2907546","https://doi.org/10.1109/ACCESS.2019.2907546"
"1571792883-341","https://doi.org/10.1109/TSC.2016.2533348","View Article","https://ieeexplore.ieee.org/document/8674239","10.1109/CEEC.2018.8674239","https://doi.org/10.1109/CEEC.2018.8674239"
"1571876956-13398","https://doi.org/10.1109/SCC.2013.75","View Article","https://ieeexplore.ieee.org/document/8030621","10.1109/CLOUD.2017.65","https://doi.org/10.1109/CLOUD.2017.65"
"1571816872-5528","https://doi.org/10.1109/TSC.2013.2295611","View Article","https://ieeexplore.ieee.org/document/7752973","10.1109/TIFS.2016.2631951","https://doi.org/10.1109/TIFS.2016.2631951"
"1571839530-9524","https://doi.org/10.1109/TSC.2015.2449314","View Article","https://ieeexplore.ieee.org/document/7473935","10.1109/TIFS.2016.2570740","https://doi.org/10.1109/TIFS.2016.2570740"
"1571838816-9396","https://doi.org/10.1109/TSC.2015.2430315","View Article","https://ieeexplore.ieee.org/document/8305121","10.1109/VCIP.2017.8305121","https://doi.org/10.1109/VCIP.2017.8305121"
"1571874564-13191","https://doi.org/10.1109/SCC.2008.136","View Article","https://ieeexplore.ieee.org/document/5643642","10.1109/CISIM.2010.5643642","https://doi.org/10.1109/CISIM.2010.5643642"
"1571851082-10687","https://doi.org/10.1109/TSC.2009.16","View Article","https://ieeexplore.ieee.org/document/6928924","10.1109/ICWS.2014.64","https://doi.org/10.1109/ICWS.2014.64"
"1571863827-12308","https://doi.org/10.1109/TSC.2014.2331694","View Article","https://ieeexplore.ieee.org/document/7371832","10.1109/SocialSec2015.10","https://doi.org/10.1109/SocialSec2015.10"
"1571891188-14578","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/5707142","10.1109/SOCA.2010.5707142","https://doi.org/10.1109/SOCA.2010.5707142"
"1571845513-10110","https://doi.org/10.1109/TSC.2016.2599160","View Article","https://ieeexplore.ieee.org/document/8567910","10.1109/ACCESS.2018.2885549","https://doi.org/10.1109/ACCESS.2018.2885549"
"1571843480-9928","https://doi.org/10.1109/TSC.2009.8","View Article","https://ieeexplore.ieee.org/document/6335333","10.1109/CAMAD.2012.6335333","https://doi.org/10.1109/CAMAD.2012.6335333"
"1571859381-11849","https://doi.org/10.1109/TSC.2009.13","View Article","https://ieeexplore.ieee.org/document/6709772","10.1109/TSC.2014.2299547","https://doi.org/10.1109/TSC.2014.2299547"
"1571851667-10753","https://doi.org/10.1109/TSC.2012.14","View Article","https://ieeexplore.ieee.org/document/6481057","10.1109/SYNASC.2012.39","https://doi.org/10.1109/SYNASC.2012.39"
"1571801959-2788","https://doi.org/10.1109/TSC.2009.11","View Article","https://ieeexplore.ieee.org/document/6382880","10.1109/CGC.2012.144","https://doi.org/10.1109/CGC.2012.144"
"1571812825-4689","https://doi.org/10.1109/TSC.2013.36","View Article","https://ieeexplore.ieee.org/document/7061529","10.1109/TSMC.2015.2394735","https://doi.org/10.1109/TSMC.2015.2394735"
"1571858183-11746","https://doi.org/10.1109/TSC.2015.2502252","View Article","https://ieeexplore.ieee.org/document/8359969","10.1109/ICCT.2017.8359969","https://doi.org/10.1109/ICCT.2017.8359969"
"1571863716-12296","https://doi.org/10.1109/TSC.2014.2331694","View Article","https://ieeexplore.ieee.org/document/8239864","10.1109/TBDATA.2017.2787198","https://doi.org/10.1109/TBDATA.2017.2787198"
"1571854211-11043","https://doi.org/10.1109/TSC.2010.45","View Article","https://ieeexplore.ieee.org/document/7411219","10.1109/CoCoNet.2015.7411219","https://doi.org/10.1109/CoCoNet.2015.7411219"
"1571875853-13312","https://doi.org/10.1109/SCC.2005.87","View Article","https://ieeexplore.ieee.org/document/5606023","10.1109/ICDLE.2010.5606023","https://doi.org/10.1109/ICDLE.2010.5606023"
"1571813741-4911","https://doi.org/10.1109/TSC.2009.21","View Article","https://ieeexplore.ieee.org/document/6341643","10.1109/COMPSACW.2012.110","https://doi.org/10.1109/COMPSACW.2012.110"
"1571888563-14364","https://doi.org/10.1109/SCC.2004.1358014","View Article","https://ieeexplore.ieee.org/document/4296973","10.1109/SERA.2007.113","https://doi.org/10.1109/SERA.2007.113"
"1571815782-5296","https://doi.org/10.1109/TSC.2009.10","View Article","https://ieeexplore.ieee.org/document/5235136","10.1109/TSC.2009.26","https://doi.org/10.1109/TSC.2009.26"
"1571844711-10029","https://doi.org/10.1109/TSC.2009.2","View Article","https://ieeexplore.ieee.org/document/7362237","10.1109/TSC.2015.2511000","https://doi.org/10.1109/TSC.2015.2511000"
"1571855560-11314","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/7962137","10.1109/ACCESS.2017.2721548","https://doi.org/10.1109/ACCESS.2017.2721548"
"1571864836-12399","https://doi.org/10.1109/TSC.2011.61","View Article","https://ieeexplore.ieee.org/document/7457258","10.1109/TPDS.2016.2556668","https://doi.org/10.1109/TPDS.2016.2556668"
"1571868732-12739","https://doi.org/10.1109/SCC.2005.54","View Article","https://ieeexplore.ieee.org/document/4632135","10.1109/RCIS.2008.4632135","https://doi.org/10.1109/RCIS.2008.4632135"
"1571861331-12066","https://doi.org/10.1109/TSC.2011.30","View Article","https://ieeexplore.ieee.org/document/7345313","10.1109/Trustcom.2015.405","https://doi.org/10.1109/Trustcom.2015.405"
"1571827957-7482","https://doi.org/10.1109/TSC.2016.2592520","View Article","https://ieeexplore.ieee.org/document/8458124","10.1109/ACCESS.2018.2869470","https://doi.org/10.1109/ACCESS.2018.2869470"
"1571832485-8295","https://doi.org/10.1109/TSC.2010.15","View Article","https://ieeexplore.ieee.org/document/6481066","10.1109/SYNASC.2012.67","https://doi.org/10.1109/SYNASC.2012.67"
"1571879873-13666","https://doi.org/10.1109/SCC.2005.59","View Article","https://ieeexplore.ieee.org/document/4678618","10.1109/WiCom.2008.710","https://doi.org/10.1109/WiCom.2008.710"
"1571858246-11753","https://doi.org/10.1109/TSC.2015.2502252","View Article","https://ieeexplore.ieee.org/document/7747433","10.1109/ACCESS.2016.2629278","https://doi.org/10.1109/ACCESS.2016.2629278"
"1571869238-12781","https://doi.org/10.1109/SCC.2010.72","View Article","https://ieeexplore.ieee.org/document/6922006","10.1109/ICoAC.2013.6922006","https://doi.org/10.1109/ICoAC.2013.6922006"
"1571860075-11925","https://doi.org/10.1109/TSC.2016.2543718","View Article","https://ieeexplore.ieee.org/document/8776612","10.1109/CONFLUENCE.2019.8776612","https://doi.org/10.1109/CONFLUENCE.2019.8776612"
"1571795260-1033","https://doi.org/10.1109/TSC.2009.22","View Article","https://ieeexplore.ieee.org/document/7086924","10.1109/CONIELECOMP.2015.7086924","https://doi.org/10.1109/CONIELECOMP.2015.7086924"
"1571831595-8135","https://doi.org/10.1109/TSC.2011.41","View Article","https://ieeexplore.ieee.org/document/7336432","10.1109/HPCC-CSS-ICESS.2015.124","https://doi.org/10.1109/HPCC-CSS-ICESS.2015.124"
"1571822176-6494","https://doi.org/10.1109/TSC.2010.42","View Article","https://ieeexplore.ieee.org/document/8015450","10.1109/FUZZ-IEEE.2017.8015450","https://doi.org/10.1109/FUZZ-IEEE.2017.8015450"
"1571835832-8902","https://doi.org/10.1109/TSC.2011.13","View Article","https://ieeexplore.ieee.org/document/6127959","10.1109/APSCC.2011.65","https://doi.org/10.1109/APSCC.2011.65"
"1571888678-14373","https://doi.org/10.1109/SCC.2005.41","View Article","https://ieeexplore.ieee.org/document/5479635","10.1109/WTS.2010.5479635","https://doi.org/10.1109/WTS.2010.5479635"
"1571890594-14526","https://doi.org/10.1109/SCC.2012.24","View Article","https://ieeexplore.ieee.org/document/6649725","10.1109/SCC.2013.103","https://doi.org/10.1109/SCC.2013.103"
"1571891118-14569","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/6550586","10.1109/WAINA.2013.154","https://doi.org/10.1109/WAINA.2013.154"
"1571890281-14493","https://doi.org/10.1109/SCC.2007.1","View Article","https://ieeexplore.ieee.org/document/6528277","10.1109/LANMAN.2013.6528277","https://doi.org/10.1109/LANMAN.2013.6528277"
"1571846390-10200","https://doi.org/10.1109/TSC.2012.20","View Article","https://ieeexplore.ieee.org/document/8824878","10.1109/ICCCT2.2019.8824878","https://doi.org/10.1109/ICCCT2.2019.8824878"
"1571799466-2212","https://doi.org/10.1109/TSC.2015.2493732","View Article","https://ieeexplore.ieee.org/document/8457744","10.1109/BigDataCongress.2018.00028","https://doi.org/10.1109/BigDataCongress.2018.00028"
"1571825546-7062","https://doi.org/10.1109/TSC.2010.23","View Article","https://ieeexplore.ieee.org/document/6986006","10.1109/MySec.2014.6986006","https://doi.org/10.1109/MySec.2014.6986006"
"1571839504-9519","https://doi.org/10.1109/TSC.2015.2449314","View Article","https://ieeexplore.ieee.org/document/8328373","10.1109/DASC-PICom-DataCom-CyberSciTec.2017.30","https://doi.org/10.1109/DASC-PICom-DataCom-CyberSciTec.2017.30"
"1571832512-8300","https://doi.org/10.1109/TSC.2010.15","View Article","https://ieeexplore.ieee.org/document/6871698","10.1109/MITP.2014.52","https://doi.org/10.1109/MITP.2014.52"
"1571884867-14071","https://doi.org/10.1109/SCC.2012.42","View Article","https://ieeexplore.ieee.org/document/6930527","10.1109/SCC.2014.27","https://doi.org/10.1109/SCC.2014.27"
"1571817242-5589","https://doi.org/10.1109/TSC.2016.2520932","View Article","https://ieeexplore.ieee.org/document/8736356","10.1109/ACCESS.2019.2922646","https://doi.org/10.1109/ACCESS.2019.2922646"
"1571837345-9144","https://doi.org/10.1109/TSC.2010.47","View Article","https://ieeexplore.ieee.org/document/6949845","10.1109/ICCSP.2014.6949845","https://doi.org/10.1109/ICCSP.2014.6949845"
"1571883796-13970","https://doi.org/10.1109/SCC.2010.32","View Article","https://ieeexplore.ieee.org/document/6573167","null",""
"1571815854-5311","https://doi.org/10.1109/TSC.2009.10","View Article","https://ieeexplore.ieee.org/document/6642452","10.1109/IRI.2013.6642452","https://doi.org/10.1109/IRI.2013.6642452"
"1571849262-10520","https://doi.org/10.1109/TSC.2010.1","View Article","https://ieeexplore.ieee.org/document/6514425","10.1109/IAdCC.2013.6514425","https://doi.org/10.1109/IAdCC.2013.6514425"
"1571800057-2382","https://doi.org/10.1109/TSC.2010.52","View Article","https://ieeexplore.ieee.org/document/6637165","10.1109/ICACCI.2013.6637165","https://doi.org/10.1109/ICACCI.2013.6637165"
"1571823083-6656","https://doi.org/10.1109/TSC.2011.51","View Article","https://ieeexplore.ieee.org/document/7035110","10.1109/TC.2015.2401036","https://doi.org/10.1109/TC.2015.2401036"
"1571861509-12092","https://doi.org/10.1109/TSC.2011.30","View Article","https://ieeexplore.ieee.org/document/6980298","10.1109/ARES.2014.49","https://doi.org/10.1109/ARES.2014.49"
"1571830246-7898","https://doi.org/10.1109/TSC.2011.4","View Article","https://ieeexplore.ieee.org/document/6299375","10.1109/SNPD.2012.22","https://doi.org/10.1109/SNPD.2012.22"
"1571855269-11207","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/8452018","10.1109/ISPDC2018.2018.00015","https://doi.org/10.1109/ISPDC2018.2018.00015"
"1571843399-9921","https://doi.org/10.1109/TSC.2009.8","View Article","https://ieeexplore.ieee.org/document/6681869","10.1109/MC.2013.407","https://doi.org/10.1109/MC.2013.407"
"1571800886-2544","https://doi.org/10.1109/TSC.2015.2406694","View Article","https://ieeexplore.ieee.org/document/8465067","10.1109/ICSSSM.2018.8465067","https://doi.org/10.1109/ICSSSM.2018.8465067"
"1571821976-6455","https://doi.org/10.1109/TSC.2010.42","View Article","https://ieeexplore.ieee.org/document/7324657","10.1109/SARNOF.2015.7324657","https://doi.org/10.1109/SARNOF.2015.7324657"
"1571852372-10829","https://doi.org/10.1109/TSC.2015.2512589","View Article","https://ieeexplore.ieee.org/document/8005972","10.1109/CSE-EUC.2017.195","https://doi.org/10.1109/CSE-EUC.2017.195"
