web-scraper-order,web-scraper-start-url,authors,authors-href,affiliation,topics
"1571869867-12849","https://doi.org/10.1109/SCC.2017.13","Heng Zhang","https://ieeexplore.ieee.org/author/37086054510","null","cloud computing,"
"1571850623-10645","https://doi.org/10.1109/SCC.2011.92","Mubarak Mohammad","https://ieeexplore.ieee.org/author/37901600500","Department of Computer Science & Software Engineering","service-oriented architecture,"
"1571872375-13045","https://doi.org/10.1109/SCC.2013.34","Sean Xiao","https://ieeexplore.ieee.org/author/37086794617","Carnegie Mellon Univ.","Internet of Things,"
"1571871464-12981","https://doi.org/10.1109/SCC.2008.139","Kinnis Gosha","https://ieeexplore.ieee.org/author/37671780200","Department of Computer Science","Web services,"
"1571812433-4610","https://doi.org/10.1109/TSC.2016.2539945","Yu Chen","https://ieeexplore.ieee.org/author/37086179184","Baidu","Internet,"
"1571892996-14760","https://doi.org/10.1109/ICWS.2008.123","Su Sen","https://ieeexplore.ieee.org/author/37547241700","State Key Lab. of Networking & Switching Technol.","Internet,"
"1571840386-9638","https://doi.org/10.1109/SCC.2015.25","Lidia Fuentes","https://ieeexplore.ieee.org/author/37321059000","CAOSD Group","green computing,"
"1571852366-10826","https://doi.org/10.1109/SCC.2015.34","Jian Lü","https://ieeexplore.ieee.org/author/37085561187","Nanjing University, China","information retrieval,"
"1571892335-14698","https://doi.org/10.1109/ICWS.2006.107","E. Fernandez-Medina","https://ieeexplore.ieee.org/author/38270369000","GSyA Research Group","security of data,"
"1571882366-13863","https://doi.org/10.1109/ICWS.2017.67","Shen Su","https://ieeexplore.ieee.org/author/37086017362","Beijing Key Lab. on Integration & Anal. of Large-scale Stream Data","Internet of Things,"
"1571860540-11991","https://doi.org/10.1109/SCC.2006.12","Ferhat Khendek","https://ieeexplore.ieee.org/author/37297189800","Concordia University Montreal, Canada","cloud computing,"
"1571862313-12159","https://doi.org/10.1109/SCC.2009.46","Paulvanna Nayaki Marimuthu","https://ieeexplore.ieee.org/author/37411236100","Comput. Eng. Dept.","wireless sensor networks,"
"1571854819-11102","https://doi.org/10.1109/SCC.2004.1357998","Lu Qiang","https://ieeexplore.ieee.org/author/37272821400","null","Internet,"
"1571881329-13789","https://doi.org/10.1109/ICWS.2006.62","Alan Fekete","https://ieeexplore.ieee.org/author/37347492000","University of Sydney, New South Wales, Australia","cloud computing,"
"1571800441-2455","https://doi.org/10.1109/TSC.2013.27","Cédric Tedeschi","https://ieeexplore.ieee.org/author/37548023900","IRISA, University of Rennes 1, France","cloud computing,"
"1571799009-2067","https://doi.org/10.1109/TSC.2016.2565470","Song Lin","https://ieeexplore.ieee.org/author/37534997000","Department of Computer Science and Technology","peer-to-peer computing,"
"1571812921-4704","https://doi.org/10.1109/TSC.2011.6","Yuji Yamano","https://ieeexplore.ieee.org/author/38469306700","OGIS International","cloud computing,"
"1571886124-14172","https://doi.org/10.1109/ICWS.2006.45","Diego Calvanese","https://ieeexplore.ieee.org/author/37328826500","Free University of Bozen-Bolzano","ontologies (artificial intelligence),"
"1571830832-8001","https://doi.org/10.1109/SCC.2005.16","C. Begall","https://ieeexplore.ieee.org/author/37562898300","null","cellular radio,"
"1571889803-14452","https://doi.org/10.1109/ICWS.2016.101","Yiyu Mao","https://ieeexplore.ieee.org/author/37085839793","Hunan Univ. of Sci. & Technol., Xiangtan, China","collaborative filtering,"
"1571805970-3904","https://doi.org/10.1109/TSC.2015.2416928","Fei Tao","https://ieeexplore.ieee.org/author/37086201532","School of Automation Science and Electrical Engineering","Pareto optimisation,"
"1571859932-11914","https://doi.org/10.1109/SCC.2011.23","Ali Nasirzadeh Azizkandi","https://ieeexplore.ieee.org/author/37705989200","Automated Software Eng. Res. Group","service-oriented architecture,"
"1571854180-11035","https://doi.org/10.1109/SCC.2007.101","Hyeon Soo Kim","https://ieeexplore.ieee.org/author/37599628800","Dept. of Computer Science & Engineering","Internet of Things,"
"1571865989-12516","https://doi.org/10.1109/SCC.2007.110","Sri Ramanthan","https://ieeexplore.ieee.org/author/37085951447","IBM, USA","Internet,"
"1571858654-11788","https://doi.org/10.1109/SCC.2012.29","Erol-Valeriu Chioasca","https://ieeexplore.ieee.org/author/38468399400","School of Computer Science, The University of Manchester, U.K.","business data processing,"
"1571795256-1028","https://doi.org/10.1109/TSC.2014.2377724","Xumin Liu","https://ieeexplore.ieee.org/author/37406536200","Golisano Coll. of Comput. & Inf. Sci","Web services,"
"1571816230-5407","https://doi.org/10.1109/SCC.2004.1358083","Yongji Wang","https://ieeexplore.ieee.org/author/37281449000","State Key Laboratory of Computer Sciences and the National Engineering Research Center for Fundamental Software","operating systems (computers),"
"1571797347-1569","https://doi.org/10.1109/TSC.2015.2501981","Xiaoxia Li","https://ieeexplore.ieee.org/author/37085695626","College of Science","CAD,"
"1571854503-11064","https://doi.org/10.1109/SCC.2016.125","Vidya Gowdru Shankaramurthy","https://ieeexplore.ieee.org/author/37085844454","Comput. Eng. Dept.","social networking (online),"
"1571830887-8009","https://doi.org/10.1109/SCC.2005.16","G. Bruck","https://ieeexplore.ieee.org/author/37299551200","University of Duisburg-Essen","Long Term Evolution,"
"1571874695-13211","https://doi.org/10.1109/ICWS.2008.28","Haifeng Chen","https://ieeexplore.ieee.org/author/37281174300","NEC Laboratories America","learning (artificial intelligence),"
"1571814798-5127","https://doi.org/10.1109/TSC.2016.2528246","Jiachen Yang","https://ieeexplore.ieee.org/author/37310637700","School of Electrical and Information Engineering","feature extraction,"
"1571861496-12090","https://doi.org/10.1109/SCC.2017.58","Julius Ollesch","https://ieeexplore.ieee.org/author/37086010764","IBM Deutschland GmbH","cyber-physical systems,"
"1571885937-14163","https://doi.org/10.1109/ICWS.2009.142","Fabio Kruger","https://ieeexplore.ieee.org/author/37980935200","University of Oulu, Finland","ubiquitous computing,"
"1571867136-12605","https://doi.org/10.1109/SCC.2014.14","Luigi Sauro","https://ieeexplore.ieee.org/author/37284959800","Univ. di Napoli Federico II, Naples, Italy","formal logic,"
"1571808168-4274","https://doi.org/10.1109/TSC.2010.55","Wangchao Le","https://ieeexplore.ieee.org/author/37995760800","School of Computing, University of Utah, Salt Lake City","query processing,"
"1571869879-12854","https://doi.org/10.1109/SCC.2007.115","Kanchana Rao","https://ieeexplore.ieee.org/author/37931186100","Hewlett Packard, Bangalore, India.","business data processing,"
"1571856343-11571","https://doi.org/10.1109/SCC.2009.59","Holger Kasinger","https://ieeexplore.ieee.org/author/37391987600","Dept. of Comput. Sci.","multi-agent systems,"
"1571875538-13282","https://doi.org/10.1109/ICWS.2006.144","Sandro Rafaeli","https://ieeexplore.ieee.org/author/37329352700","Hewlett Packard","Internet,"
"1571829310-7723","https://doi.org/10.1109/SCC.2011.101","Akhil Kumar","https://ieeexplore.ieee.org/author/38594396600","Smeal College of Business","computational complexity,"
"1571859383-11850","https://doi.org/10.1109/SCC.2016.80","Zhengping Wu","https://ieeexplore.ieee.org/author/37085417651","Sch. of Comput. Sci. & Eng.","cloud computing,"
"1571884490-14030","https://doi.org/10.1109/ICWS.2014.19","Vinod Muthusamy","https://ieeexplore.ieee.org/author/37424671700","IBM T.J Watson Research Center","cloud computing,"
"1571803792-3346","https://doi.org/10.1109/TSC.2010.47","Sebastian Stein","https://ieeexplore.ieee.org/author/37603226300","Electronics and Computer Science, University of Southampton, UK","decision making,"
"1571792955-375","https://doi.org/10.1109/TSC.2016.2611578","David McKee","https://ieeexplore.ieee.org/author/37085364017","School of Computing, University of Leeds, Leeds","cloud computing,"
"1571888678-14374","https://doi.org/10.1109/ICWS.2005.125","J. Jiang","https://ieeexplore.ieee.org/author/37421730800","Tampere University of Technology, Institute of Software Systems","Internet,"
"1571795347-1057","https://doi.org/10.1109/TSC.2010.52","Hao Ma","https://ieeexplore.ieee.org/author/37403467600","Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Hong Kong","gait analysis,"
"1571820337-6151","https://doi.org/10.1109/SCC.2011.26","Xiaoning Nie","https://ieeexplore.ieee.org/author/37283233600","Infineon Technologies, Germany","instruction sets,"
"1571792768-272","https://doi.org/10.1109/TSC.2009.22","Yonggang Liu","https://ieeexplore.ieee.org/author/37933984400","Peking University, Beijing","Web services,"
"1571792884-342","https://doi.org/10.1109/TSC.2010.19","Jeff Kramer","https://ieeexplore.ieee.org/author/37283370500","Dept. of Comput.","formal verification,"
"1571817734-5674","https://doi.org/10.1109/SERVICES.2007.25","Xian Chen","https://ieeexplore.ieee.org/author/37933107200","University of Alberta","Internet,"
"1571804432-3488","https://doi.org/10.1109/TSC.2016.2597137","Cheng-Zhong Xu","https://ieeexplore.ieee.org/author/37278305300","Chinese Academy of Sciences","cloud computing,"
"1571863175-12239","https://doi.org/10.1109/SCC.2006.107","Sandy Liu","https://ieeexplore.ieee.org/author/37292595600","National Research Council & University of New Brunswick, Fredericton, Canada","Web services,"
"1571803968-3391","https://doi.org/10.1109/TSC.2010.61","Nils Gruschka","https://ieeexplore.ieee.org/author/37402059100","Research Group of Information and Cyber Security, University of Oslo, Norway","Big Data,"
"1571833466-8455","https://doi.org/10.1109/SCC.2005.68","Y. Sun","https://ieeexplore.ieee.org/author/37291601300","Computer Science Department","cataloguing,"
"1571803032-3068","https://doi.org/10.1109/TSC.2016.2597141","Qiumin Lu","https://ieeexplore.ieee.org/author/37086227446","Shanghai Jiao Tong University, Shanghai, China","resource allocation,"
"1571828545-7598","https://doi.org/10.1109/SCC.2013.84","Sriram Rajagopal","https://ieeexplore.ieee.org/author/37719657200","IBM India, Chennai, India","Web services,"
"1571856712-11610","https://doi.org/10.1109/SCC.2011.58","Sebastien Mosser","https://ieeexplore.ieee.org/author/37304134800","Université du Québec à Montréal, Montréal, Canada","formal specification,"
"1571879114-13607","https://doi.org/10.1109/ICWS.2010.74","Isis Truck","https://ieeexplore.ieee.org/author/37545393800","CHArt Laboratory - EA 4004","fuzzy set theory,"
"1571837042-9098","https://doi.org/10.1109/SCC.2009.21","Ganesh Ram Santhanam","https://ieeexplore.ieee.org/author/37885762300","Department of Electrical and Computer Engineering, Iowa State University Ames, IA 50011","Java,"
"1571834028-8549","https://doi.org/10.1109/SCC.2008.13","Yuexuan Wang","https://ieeexplore.ieee.org/author/37281424900","Institute for Theoretical Computer Science","wireless sensor networks,"
"1571827467-7406","https://doi.org/10.1109/SCC.2017.59","Tao Li","https://ieeexplore.ieee.org/author/37086002796","School of Computing and Information Science","recommender systems,"
"1571803019-3064","https://doi.org/10.1109/TSC.2011.40","Jemma Wu","https://ieeexplore.ieee.org/author/37404823300","CSIRO, ICT Center, Canberra","Web services,"
"1571851157-10703","https://doi.org/10.1109/SCC.2011.35","Pierre Colomb","https://ieeexplore.ieee.org/author/37892361600","Lab. d'Inf.","Web services,"
"1571829550-7764","https://doi.org/10.1109/SERVICES.2007.26","Lipika Sahoo","https://ieeexplore.ieee.org/author/37925604700","Infosys Technologies Limited","Web services,"
"1571855361-11242","https://doi.org/10.1109/SCC.2004.1358036","Jie Shen","https://ieeexplore.ieee.org/author/37279546100","Institute of Information Engineering","Web sites,"
"1571815119-5186","https://doi.org/10.1109/SCC.2008.41","Laurentiu Vasiliu","https://ieeexplore.ieee.org/author/37283148600","Peracton Ltd Ireland","Web services,"
"1571848159-10388","https://doi.org/10.1109/SERVICES.2007.65","Sascha Alda","https://ieeexplore.ieee.org/author/37271637600","University of Bonn Germany","software architecture,"
"1571836591-9023","https://doi.org/10.1109/SCC.2016.24","Lukas Krawczyk","https://ieeexplore.ieee.org/author/37085691604","IDiAL Institute - Dortmund University of Applied Sciences and Arts","public domain software,"
"1571883213-13929","https://doi.org/10.1109/ICWS.2007.3","Weian Chen","https://ieeexplore.ieee.org/author/37933770100","Hunan Normal University","Web services,"
"1571845857-10147","https://doi.org/10.1109/SCC.2007.52","Stephen A. Uczekaj","https://ieeexplore.ieee.org/author/37283218200","Boeing Research and Technology, Seattle, WA USA","data visualisation,"
"1571871317-12972","https://doi.org/10.1109/SCC.2012.87","Oubai Al-Abassi","https://ieeexplore.ieee.org/author/38468850000","Dept. of ECE","mobile computing,"
"1571800873-2541","https://doi.org/10.1109/TSC.2013.10","A.S.M. Sajeev","https://ieeexplore.ieee.org/author/37085560811","School of Science and Technology University of New England, Australia","Internet,"
"1571860513-11982","https://doi.org/10.1109/SCC.2010.58","Max Benjamin Müller","https://ieeexplore.ieee.org/author/37540780500","Distrib. Syst. Group","Web services,"
"1571817093-5568","https://doi.org/10.1109/SCC.2005.54","C. Wan","https://ieeexplore.ieee.org/author/37556502000","null","Internet,"
"1571842705-9853","https://doi.org/10.1109/SCC.2008.105","Mohammed Choudhary","https://ieeexplore.ieee.org/author/38180747800","Sparta Technologies Ltd., UK","fraud,"
"1571805945-3893","https://doi.org/10.1109/TSC.2016.2612663","xianzhi wang","https://ieeexplore.ieee.org/author/37085744211","School of Computer Science","Web services,"
"1571818749-5874","https://doi.org/10.1109/SCC.2006.80","Jianwu Wang","https://ieeexplore.ieee.org/author/37559524400","Chinese Academy of Sciences, Beijing 100080, China","Internet,"
"1571829605-7774","https://doi.org/10.1109/SCC.2005.105","M. Hu","https://ieeexplore.ieee.org/author/37556381400","null","Internet,"
"1571892418-14707","https://doi.org/10.1109/ICWS.2016.48","Bo Hang","https://ieeexplore.ieee.org/author/37085857245","Int. Sch. of Software","Internet,"
"1571881180-13773","https://doi.org/10.1109/ICWS.2006.36","Deepal Jayasinghe","https://ieeexplore.ieee.org/author/37078357000","Apache Software Foundation, USA","Web services,"
"1571798780-2026","https://doi.org/10.1109/TSC.2013.2295811","Christin Groba","https://ieeexplore.ieee.org/author/37297100900","Chair of Computer Networks","protocols,"
"1571798308-1887","https://doi.org/10.1109/TSC.2015.2475743","","https://orcid.org/0000-0001-5597-9306","null","null"
"1571814827-5139","https://doi.org/10.1109/TSC.2015.2432795","Wei Zhu","https://ieeexplore.ieee.org/author/38548119600","Department of Computer Science","Web services,"
"1571872295-13038","https://doi.org/10.1109/SCC.2013.34","Jordan Cao","https://ieeexplore.ieee.org/author/37086678060","SAP, USA","Internet of Things,"
"1571802968-3042","https://doi.org/10.1109/TSC.2013.49","Steve Versteeg","https://ieeexplore.ieee.org/author/37393678400","School of Software and Electrical Engineering","data mining,"
"1571813609-4867","https://doi.org/10.1109/TSC.2015.2444849","Aili Wang","https://ieeexplore.ieee.org/author/37085441007","School of Software Engineering","field programmable gate arrays,"
"1571863616-12288","https://doi.org/10.1109/SCC.2004.1358065","Chengqin Ji","https://ieeexplore.ieee.org/author/37274406100","Dept. of Comput. Sci., Shanghai Jiao Tong Univ., China","Internet,"
"1571868365-12707","https://doi.org/10.1109/SCC.2014.43","Abhinav Tripathi","https://ieeexplore.ieee.org/author/37085501870","Discipline of Comput. Sci.","Java,"
"1571837017-9095","https://doi.org/10.1109/SCC.2011.31","Limin Pan","https://ieeexplore.ieee.org/author/37952836400","Dept. of Comput. Sci.","Web services,"
"1571855569-11316","https://doi.org/10.1109/SCC.2011.108","Tao Xie","https://ieeexplore.ieee.org/author/37269659500","University of Illinois at Urbana-Champaign","program testing,"
"1571855100-11141","https://doi.org/10.1109/SCC.2006.1","Qiao Xiaoqiang","https://ieeexplore.ieee.org/author/37829233200","Telecommunication Technology Institute, Nanjing 210007, China","Fourier transforms,"
"1571797563-1683","https://doi.org/10.1109/TSC.2015.2480396","Pablo Rodríguez-Mier","https://ieeexplore.ieee.org/author/38275429900","Centro Singular de Investigación en Tecnoloxías da Información (CiTIUS), Universidade de Santiago de Compostela (USC), E-15782 Spain","Web services,"
"1571846241-10188","https://doi.org/10.1109/SCC.2017.80","Pengfei Chen","https://ieeexplore.ieee.org/author/37061215900","Department of Computer Science and Technology","cloud computing,"
"1571855628-11333","https://doi.org/10.1109/SCC.2014.114","Patrick M. Widener","https://ieeexplore.ieee.org/author/37085422202","Scalable Syst. Software","parallel processing,"
"1571845131-10073","https://doi.org/10.1109/SCC.2007.130","Sujoy Basu","https://ieeexplore.ieee.org/author/37270356200","Hewlett Packard Labs.","business data processing,"
"1571862355-12161","https://doi.org/10.1109/SCC.2006.38","Gustavo Alonso","https://ieeexplore.ieee.org/author/37279222700","Systems Group, ETH Zürich, Switzerland","field programmable gate arrays,"
"1571873083-13105","https://doi.org/10.1109/SCC.2014.84","Gabriella Laatikainen","https://ieeexplore.ieee.org/author/37085435797","Dept. of Comput. Sci. & Inf. Syst.","cloud computing,"
"1571861769-12121","https://doi.org/10.1109/SCC.2011.123","Qian Wang","https://ieeexplore.ieee.org/author/37383661900","School of Computer Science and Engineering","flow shop scheduling,"
"1571880342-13703","https://doi.org/10.1109/ICWS.2006.29","Tony Fountain","https://ieeexplore.ieee.org/author/37299543300","California Institute of Telecommunications and Information Technology","ecology,"
"1571824402-6866","https://doi.org/10.1109/SCC.2017.55","Aly Megahed","https://ieeexplore.ieee.org/author/37085465723","IBM Research Almaden","contracts,"
"1571847406-10304","https://doi.org/10.1109/SCC.2012.53","Chris Giblin","https://ieeexplore.ieee.org/author/38469036700","IBM Res. - Zurich, Rüschlikon, Switzerland","authorisation,"
"1571796676-1352","https://doi.org/10.1109/TSC.2016.2519898","Ao Zhou","https://ieeexplore.ieee.org/author/37085650351","Beijing, China","cloud computing,"
"1571871814-13008","https://doi.org/10.1109/SCC.2008.24","Yang Li","https://ieeexplore.ieee.org/author/37934407000","Sch. of Electron. & Inf. Eng.","precoding,"
"1571846483-10210","https://doi.org/10.1109/SCC.2014.72","Palanivel Kodeswaran","https://ieeexplore.ieee.org/author/37393088600","IBM Research India","Internet of Things,"
"1571853183-10921","https://doi.org/10.1109/SCC.2012.82","Sameep Mehta","https://ieeexplore.ieee.org/author/37275792500","IBM Research","learning (artificial intelligence),"
"1571798321-1892","https://doi.org/10.1109/TSC.2015.2444839","Mohamed Cheriet","https://ieeexplore.ieee.org/author/37271084800","École de technologie supérieure","cloud computing,"
"1571845943-10158","https://doi.org/10.1109/SCC.2011.65","Christian Gerth","https://ieeexplore.ieee.org/author/37545670800","s-Lab. - Software Quality Lab.","service-oriented architecture,"
"1571876063-13327","https://doi.org/10.1109/ICWS.2007.84","Rajdeep Bhowmik","https://ieeexplore.ieee.org/author/37662347500","Dept. of Comput. Sci.","middleware,"
"1571814810-5133","https://doi.org/10.1109/TSC.2016.2528246","Xunli Fan","https://ieeexplore.ieee.org/author/37086300965","School of Information Science and Technology","cloud computing,"
"1571856318-11568","https://doi.org/10.1109/SCC.2011.22","Roman Khazankin","https://ieeexplore.ieee.org/author/37892357500","Distributed Systems Group","behavioural sciences,"
"1571856266-11553","https://doi.org/10.1109/SCC.2008.32","Ramana Polavarapu","https://ieeexplore.ieee.org/author/37714190400","IBM Research - India","DP management,"
"1571885795-14154","https://doi.org/10.1109/ICWS.2011.114","Marios Fokaefs","https://ieeexplore.ieee.org/author/37320238700","Polytechnique Montreal","cloud computing,"
"1571800541-2472","https://doi.org/10.1109/TSC.2016.2594061","Malinda Kapuruge","https://ieeexplore.ieee.org/author/37396539400","Swinburne University of Technology","cloud computing,"
"1571830563-7953","https://doi.org/10.1109/SCC.2006.18","Joeng Kim","https://ieeexplore.ieee.org/author/37836440600","Columbia University","client-server systems,"
"1571863416-12271","https://doi.org/10.1109/SCC.2008.145","Wei Ding","https://ieeexplore.ieee.org/author/37085925988","IBM Corp., Armonk, NY","business data processing,"
"1571813865-4936","https://doi.org/10.1109/TSC.2015.2415807","Buqing Cao","https://ieeexplore.ieee.org/author/38103977200","Hunan University of Science and Technology","Web services,"
"1571891179-14577","https://doi.org/10.1109/ICWS.2017.40","Tao Huang","https://ieeexplore.ieee.org/author/37085387920","Chinese Academy of Sciences","spreadsheet programs,"
"1571856112-11500","https://doi.org/10.1109/SCC.2005.44","D. Ahn","https://ieeexplore.ieee.org/author/37275118700","Dept. of Comput. Sci.","data privacy,"
"1571840915-9680","https://doi.org/10.1109/SCC.2005.27","Xiaolin Lu","https://ieeexplore.ieee.org/author/37279986500","College of Information and Electronic Engineering","geographic information systems,"
"1571811297-4340","https://doi.org/10.1109/TSC.2015.2484318","Yelena Yesha","https://ieeexplore.ieee.org/author/37278516200","Computer Science Department","Big Data,"
"1571812101-4551","https://doi.org/10.1109/TSC.2008.9","Kazuyuki Masuda","https://ieeexplore.ieee.org/author/37873929700","YuuZuu, Inc., Tsukuba","reservation computer systems"
"1571841951-9782","https://doi.org/10.1109/SCC.2016.121","Huiqiang Wang","https://ieeexplore.ieee.org/author/37280103300","Harbin Engineering University","computer network security,"
"1571851094-10691","https://doi.org/10.1109/SCC.2004.1358004","Anand Shekhar","https://ieeexplore.ieee.org/author/37282975300","Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore","Internet,"
"1571891063-14566","https://doi.org/10.1109/ICWS.2008.52","Guadalupe Ortiz","https://ieeexplore.ieee.org/author/37312045400","Quercus Software Eng. Group, Caceres, Spain","Web services,"
"1571819060-5930","https://doi.org/10.1109/SCC.2010.49","Vineet Rajani","https://ieeexplore.ieee.org/author/37545952300","MPI-SWS, Saarbrucken, Germany","programming language semantics,"
"1571819830-6060","https://doi.org/10.1109/SCC.2016.128","Jia Xu","https://ieeexplore.ieee.org/author/37085854398","Sch. of Electron. & Inf.","autonomous aerial vehicles,"
"1571872519-13057","https://doi.org/10.1109/SCC.2004.1357992","H.A. Schmid","https://ieeexplore.ieee.org/author/37276560200","University of Applied Sciences Konstanz","Internet,"
"1571835876-8909","https://doi.org/10.1109/SCC.2018.00038","Takayuki Kuroda","https://ieeexplore.ieee.org/author/37085391928","System Platform Research Laboratories","Web services,"
"1571835349-8818","https://doi.org/10.1109/SCC.2008.56","Sundar Balasubramaniam","https://ieeexplore.ieee.org/author/38077190200","CSIS Department","pattern clustering,"
"1571841752-9760","https://doi.org/10.1109/SCC.2013.72","Jianhua Zheng","https://ieeexplore.ieee.org/author/37086676731","Nat. Eng. Res. Center for Supporting Software of Enterprise Internet Services","business data processing,"
"1571803331-3229","https://doi.org/10.1109/TSC.2018.2810067","Zhiyong Feng","https://ieeexplore.ieee.org/author/37278815200","Tianjin University","graph theory,"
"1571855747-11366","https://doi.org/10.1109/SCC.2013.53","Qi Duan","https://ieeexplore.ieee.org/author/37076970800","University of North Carolina at Charlotte","computer network security,"
"1571834939-8740","https://doi.org/10.1109/SCC.2013.102","Fábio Oliveira","https://ieeexplore.ieee.org/author/38467899400","IBM T.J. Watson Res. Center","cloud computing,"
"1571827494-7410","https://doi.org/10.1109/SCC.2017.59","Wubai Zhou","https://ieeexplore.ieee.org/author/37085382914","School of Computing and Information Sciences","recommender systems,"
"1571816090-5375","https://doi.org/10.1109/SCC.2016.26","Khadija Bousselmi","https://ieeexplore.ieee.org/author/37085781566","Fac. of Sci. of Tunis","cloud computing,"
"1571880123-13686","https://doi.org/10.1109/ICWS.2015.90","Mohan Liyanage","https://ieeexplore.ieee.org/author/37071114000","Inst. of Comput. Sci.","Internet of Things,"
"1571855028-11125","https://doi.org/10.1109/SCC.2016.111","Huaizhe Zhou","https://ieeexplore.ieee.org/author/37085460349","National University of Defense Technology, Changsha","cloud computing,"
"1571837431-9159","https://doi.org/10.1109/SERVICES.2007.5","Jin-Kao Hao","https://ieeexplore.ieee.org/author/37599691800","LERIA","search problems,"
"1571822652-6578","https://doi.org/10.1109/SCC.2007.109","Ritesh Kumar Tiwari","https://ieeexplore.ieee.org/author/38497757700","CDE, IIIT-Hyderabad, India","Web services,"
"1571828758-7636","https://doi.org/10.1109/SCC.2016.115","Honghao Gao","https://ieeexplore.ieee.org/author/37713761500","Computing Center","formal verification,"
"1571835102-8779","https://doi.org/10.1109/SCC.2006.30","Amit K. Chopra","https://ieeexplore.ieee.org/author/37284974600","Lancaster University","formal specification,"
"1571885881-14159","https://doi.org/10.1109/ICWS.2016.34","Shenglin Zhao","https://ieeexplore.ieee.org/author/37085864613","Dept. of Comput. Sci. & Eng.","Web services,"
"1571855936-11434","https://doi.org/10.1109/SERVICES.2007.23","Carine Courbis","https://ieeexplore.ieee.org/author/37563947400","Institut Eurécom, Sophia-Antipolis, France","Internet,"
"1571851490-10732","https://doi.org/10.1109/SCC.2008.73","Hagen Overdick","https://ieeexplore.ieee.org/author/37936486500","IT Syst. Eng., Hasso Plattner Inst., Potsdam","Internet,"
"1571813315-4803","https://doi.org/10.1109/TSC.2015.2470258","Javier Diaz-Montes","https://ieeexplore.ieee.org/author/37085372815","Rutgers Discovery Informatics InstituteRutgers University","cloud computing,"
"1571882785-13901","https://doi.org/10.1109/ICWS.2018.00018","Ying Li","https://ieeexplore.ieee.org/author/37086428241","Zhejiang University","electronic commerce,"
"1571845171-10078","https://doi.org/10.1109/SCC.2005.22","Lijuan Xiao","https://ieeexplore.ieee.org/author/37423900400","Inst. of Comput. Technol.","grid computing,"
"1571803338-3232","https://doi.org/10.1109/TSC.2018.2810067","Keman Huang","https://ieeexplore.ieee.org/author/37085493065","MIT, Cambridge, MA","Web services,"
"1571812476-4618","https://doi.org/10.1109/TSC.2016.2539945","Shenglin Zhang","https://ieeexplore.ieee.org/author/37085575390","Institute for Network Sciences and Cyberspace Tsinghua National Laboratory for Information Science and Technology","IP networks,"
"1571877342-13439","https://doi.org/10.1109/ICWS.2016.74","Xianqiang Bao","https://ieeexplore.ieee.org/author/37085374582","Sch. of Comput. Sci.","Big Data,"
"1571799060-2088","https://doi.org/10.1109/TSC.2011.34","Bo Yang","https://ieeexplore.ieee.org/author/37533142300","IBM China Research Laboratory, Beijing","computer centres,"
"1571818735-5871","https://doi.org/10.1109/SCC.2006.80","Jian Yu","https://ieeexplore.ieee.org/author/37069729700","Politecnico di Torino","Web services,"
"1571836247-8967","https://doi.org/10.1109/SCC.2016.133","Min Luo","https://ieeexplore.ieee.org/author/37074019400","Shannon Lab","software defined networking,"
"1571839206-9467","https://doi.org/10.1109/SCC.2012.80","Jiuxin Cao","https://ieeexplore.ieee.org/author/37403417900","School of Computer Science and Engineering","social networking (online),"
"1571855751-11367","https://doi.org/10.1109/SCC.2016.122","Xuxiao Zheng","https://ieeexplore.ieee.org/author/37085859110","Sch. of Comput. Sci. & Technol. Sch. of Software","Web services,"
"1571829791-7811","https://doi.org/10.1109/SCC.2009.26","Lu Jin","https://ieeexplore.ieee.org/author/37532531600","Coll. of Comput. Sci. & Technol.","Web services,"
"1571855678-11345","https://doi.org/10.1109/SCC.2013.65","Sida Xue","https://ieeexplore.ieee.org/author/37086790044","null","business data processing,"
"1571888775-14382","https://doi.org/10.1109/ICWS.2007.60","Michal Zaremba","https://ieeexplore.ieee.org/author/38501455600","STI Innsbruck","Web services,"
"1571818265-5779","https://doi.org/10.1109/SCC.2010.52","Jan Richter","https://ieeexplore.ieee.org/author/38271968000","Swinburne University of Technology, Melbourne, Australia","negotiation support systems,"
"1571882668-13890","https://doi.org/10.1109/ICWS.2005.83","R. Breu","https://ieeexplore.ieee.org/author/37321956500","Institute of Computer Science","security of data,"
"1571836316-8978","https://doi.org/10.1109/SCC.2008.57","Taoying Liu","https://ieeexplore.ieee.org/author/37293263400","Inst. of Comput. Technol., Beijing, China","Big Data,"
"1571847074-10269","https://doi.org/10.1109/SCC.2015.67","Giampaolo Armellin","https://ieeexplore.ieee.org/author/37892394600","Centro Ricerche GPI, Trento, Italy","mobile computing,"
"1571804236-3433","https://doi.org/10.1109/TSC.2015.2449314","Mianxiong Dong","https://ieeexplore.ieee.org/author/37085372316","Muroran Institute of Technology, Hokkaido, Japan 050-8585","wireless sensor networks,"
"1571871019-12951","https://doi.org/10.1109/SERVICES.2007.51","Tomasz Kaczmarek","https://ieeexplore.ieee.org/author/37541029700","Department of Information Systems","Fourier analysis,"
"1571793287-605","https://doi.org/10.1109/TSC.2016.2560165","Liming Nie","https://ieeexplore.ieee.org/author/37085830785","School of Software","query processing,"
